company_number,company_name,candidate_domain,http_status,match_strength,matched_on,page_sha256,notes
00393793,DAISY TUFTS LIMITED,daisytufts.co.uk,200,none,,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,2 other candidate(s) also served a page
00741597,ARGENTA PRIVATE CAPITAL LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
00927976,RUNG HEATING SUPPLIES LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
01003695,AMPLIVOX LIMITED,amplivox.co.uk,200,weak,distinctive_name_only,10c34c35b7af5364c1ac72e7ae69ad3c3a177d7ecb714f5aec1f66f40c628291,redirected to amplivox.com; 2 other candidate(s) also served a page
01262251,MCKENNA (PLASTERERS) LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: 403,DNSFailure"
01407765,MOUNTNEY LIMITED,,,no_domain,,,"3 candidate(s) tried, none served an HTML page; statuses: ConnectionError,SSLError"
01472159,T. SPENCER BUILDING AND JOINERY LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
01589528,APPLIED RELATIONAL TECHNOLOGY LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
01937849,ROY FLEETWOOD LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
02134862,THE OPEN GROUP LIMITED,open-group.com,200,weak,distinctive_name_only,8d5bb12158a906a705c180c92fda1ca861cee62c3077a11ff2ab6f75cf9ee17a,2 other candidate(s) also served a page
02231034,O.R.C.A. (PORTSMOUTH) LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
02823490,DURAVAC PRODUCTS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
02898715,HIGH PERFORM LIMITED,highperform.co.uk,200,weak,distinctive_name_only,db224c2d642dffaf34f6446876cc88e6445f604d6acc828f61f4ffa40c76b610,
02976791,INTERNET SECURITIES LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
03006401,CAMBRIA ESTATES LIMITED,cambriaestates.com,200,weak,distinctive_name_only,fafec6ff01ebb89ddfbb43bccc1c571c59aceb911bcd751cdf1b8abdf86beb02,
03090204,LEA CONSULTANCY SERVICES LIMITED,leaconsultancyservices.co.uk,200,strong,name_plus_legal_form:ltd,5acd104bb055e40f1c8972c9298b9fe3fd2a507bd96721ee243a1d25cb3d3f03,
03117037,TJK DEVELOPMENTS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
03400701,JAYLEC ELECTRICAL CONTRACTORS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
03671068,SYKES CHEMISTS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
03737368,ANNOG CYF,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
03771876,ELITE WORLDWIDE LIMITED,eliteworldwide.com,200,weak,distinctive_name_only,eaa09fb8ccd255ce228b218a5aa0e88911830863159665a2091570f3bc8f3834,1 other candidate(s) also served a page
03859134,WILLINGHAM INVESTMENTS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
03918357,HASEMORE LIMITED,,,no_domain,,,"3 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
03925108,BW TECHNOLOGIES LIMITED,bwtechnologies.com,200,none,,60f66e6ae2ea2237b1987702fb15e0039126ed7ab3b11515088238b1225dcbb6,redirected to purehydration.com; possible placeholder page (coming soon)
04037750,JAMES MANSFIELD TIMBER LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure,SSLError"
04116177,BP CORPORATE HOLDINGS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
04121793,PHSC PLC,phsc.co.uk,200,strong,full_registered_name,2e50bcaf974b5c77992df1bf21097ecffe8d63bae6d81dbda98f62702534fd47,possible placeholder page (coming soon)
04241663,T.I.S.S. LIMITED,tiss.co.uk,200,weak,distinctive_name_only,ef445ce605c414c2389b0409abf8fc5ebca5e7790a0e7a7a04b3ebb133c53749,1 other candidate(s) also served a page
04283420,AMBER-TECH ELECTRICAL SERVICES LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
04403769,MICKLETON ENGINEERING LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure,SSLError"
04417292,THINK-LAB LIMITED,thinklab.co.uk,200,weak,distinctive_name_only,7b82d6cedb12c38ba79904f7f5a11c902ac9f778975659933954960b8fb7e9b2,1 other candidate(s) also served a page
04421657,CONDOR UK HOLDINGS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
04452147,JEREMY LEWISON LIMITED,jeremylewison.co.uk,200,strong,full_registered_name,86be8ed191cfbcb75c993cee288fb3b2df24a46d6b2bb60d31c68dbffa0e0bb4,
04476908,PORTLAND JOINERY LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure,SSLError"
04576779,MELODI LIMITED,melodi.co.uk,200,none,,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,1 other candidate(s) also served a page
04647066,PTERO-BYTE LIMITED,pterobyte.com,200,none,,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,
04660630,OUR WORLD OUR SAY,ourworldoursay.com,200,none,,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,
04677276,ALLSERVE HEATING AND PLUMBING LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: ConnectionError,DNSFailure"
04697898,ROTHERHAM HEALTHCARE HOLDINGS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
04708345,TOP LINE MANAGEMENT UK LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
04743793,A1 MACHINE TOOLS LIMITED,a1machinetools.com,200,weak,distinctive_name_only,a33b48313b6bc3e6d6a6987ba579899e45b025fbbb4f128ca69b6498a841371d,
04749703,NETDALE LIMITED,netdale.com,200,none,,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,
04782202,TSC ENGINEERING LIMITED,tscengineering.com,200,weak,distinctive_name_only,e0d92e4dd59291fb5da02fd3c6c3b972ae7484194239e6a50796ea9a41570204,1 other candidate(s) also served a page
04818845,SURIYA JEWELS LIMITED,suriyajewels.com,200,weak,distinctive_name_only,e1f24c07a4375189acf985348b26f892d3419fc91cb445916af91d78c2fb03a0,possible placeholder page (coming soon)
04911799,PEMBROKE CASTLE SHOP LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
04938443,SHANE ANDREW (BUILDING) LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
04951755,PYRAMID PROPERTY DEVELOPMENT LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
04951981,IPCA LABORATORIES UK LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
05050419,BSN (LONDON) LIMITED,bsnlondon.com,200,strong,full_registered_name,4c098e5b3db0c155243c2919c8e2da6c9dbe2bf087fcc9f9cc3882351dec0e72,
05062973,CAPITAL HOMES & CONSTRUCTION LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
05089080,VENTING LIMITED,venting.co.uk,200,weak,distinctive_name_only,e383cb9366f9e3ebba69da231be4e058611790136e4fc8711a817df15ca88e6f,1 other candidate(s) also served a page
05131762,LOVE WATER LIMITED,lovewater.com,200,strong,full_registered_name,3e209883537b8885441d43cd14425e14027b23f778973c89a42ede7d3ccf052b,
05141783,WE ARE FACILITY LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: ConnectTimeout,DNSFailure,SSLError"
05178694,ENDEAVOURS (UK) LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
05198353,RESOURCE PRINT MANAGEMENT LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
05294390,CLEAR INVESTMENTS (UK) LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
05426775,THE LAKELAND WINDOW COMPANY LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
05477996,G R STONE LIMITED,grstone.com,200,none,,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,
05482648,FISH! RESTAURANTS LTD,fishrestaurants.com,200,weak,distinctive_name_only,3f71cffc401e52f65847a721430e96cb36aaf0e10315b47afd84f37f0e9869d8,
05506012,INTELLETECH LIMITED,intelletech.co.uk,200,strong,name_plus_legal_form:ltd,a0200e4a4bddad33329731072e08ed6983af12f150f6879fd89cd2b6971de65a,
05547333,BELLA CARS LIMITED,bellacars.com,200,none,,cf657299a55c3f6de7562819bb319c5c10b7a9239baeb5e3b8a43ae740fca767,
05638730,DOUGLAS WILLIS LIMITED,douglaswillis.co.uk,200,strong,full_registered_name,d921fda5b0477aa7f6543183c693ceb0aa52ebed1e2a75279bc4b3ae49ab09da,
06100322,BC PROJECTS LIMITED,bcprojects.com,200,weak,distinctive_name_only,7c0db6551c501391b9977cce426f0511e0c90d822ca3ab042ded1783a1f6303c,redirected to www.hugedomains.com; possible placeholder page (this domain is for sale); 1 other candidate(s) also served a page
06124143,EXEGY UK LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
06293394,STEVE METCALFE SERVICES LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
06296862,KND CONSTRUCTION LIMITED,kndconstruction.com,200,weak,distinctive_name_only,fa6a104d51a35ecf86b25be5aed4da957111f5051baefded4e468216191177df,redirected to www.hugedomains.com; possible placeholder page (this domain is for sale)
06393834,MATLEGA CONSTRUCTION LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
06416356,ALPHA CLADDING SYSTEMS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
06452852,DAVE BARNETT MOTORS LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
06648143,GOOSEDALE BANQUETING LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
06753925,NUMBER CRUNCHER BUSINESS SERVICES LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
06759982,ONBIKE LIMITED,onbike.co.uk,200,strong,company_number_unpadded_labelled:6759982,554df3bd103a86c462a82ab19344e86a0a18ae874cd038f06cf3490494118340,
06789108,MI CONSULTING UK LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
06827853,LUCIAN CAMP CONSULTING LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: 999,ConnectTimeout,DNSFailure"
06875003,KDM FORCE LTD,kdmforce.com,200,weak,distinctive_name_only,b09d8a809294a4487f2cd240ded2ed111e868b2ec9e0069a91b6dbdf28e8abd0,
06967109,TGI TAVERNS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
06989729,AXIOM MEDICAL LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure,ReadTimeout,SSLError"
07087811,VGAAS UK LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
07130437,M. YOUDE CONSULTANCY LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
07145959,DIAMOND FACILITIES SUPPORT LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
07263810,BLACKPOOL FOOD & BEVERAGES LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
07291471,EZ MANAGEMENT LIMITED,ezmanagement.com,200,strong,name_plus_legal_form:ltd,18c7b53558d7ac5a9f12ac4cc7beee26c3e7bd7f77d8a9ea7f91727871de1e36,
07343111,ABBEY SCIENTIFIC LIMITED,abbeyscientific.co.uk,200,none,,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,
07352081,HPPA LIMITED,,,no_domain,,,"3 candidate(s) tried, none served an HTML page; statuses: ConnectionError,DNSFailure,SSLError"
07395444,FUNMISTIC UK LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
07405306,COUVRE-FEU FIRE CONSULTING LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
07503252,ASSOCIATE PLANET LIMITED,associateplanet.co.uk,200,weak,distinctive_name_only,36c40dacb0335987080c99d1a7a7b2046a2e87b87fbee10e2c68c433924ed290,redirected to associate-planet.com; 3 other candidate(s) also served a page
07506175,PERSONAL BEST CONSULTING LTD,personalbestconsulting.co.uk,200,none,,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,
07588214,OVERBURY INTERIORS LIMITED,overburyinteriors.co.uk,200,weak,distinctive_name_only,a2ad898e276c0b74901456af0e7d111f6643980654f93a1c63f73a07dc351399,
07660695,KINGSTON LABS LTD,kingstonlabs.co.uk,200,weak,distinctive_name_only,be2d8e843c1d6a57339c0a651e7de263ffceb854b8c8f36fdca985efb6e95ec0,redirected to www.kingstonlabs.com; 1 other candidate(s) also served a page
07661280,VANTAGE FUNDRAISING LTD,vantagefundraising.co.uk,200,weak,distinctive_name_only,3fcc5addefc0f627abb2c4fea141e4eae74d2dab8d8b2af269c0b649f427e028,1 other candidate(s) also served a page
07853618,ASET CONSULTING LIMITED,aset-consulting.com,200,weak,distinctive_name_only,6ca44606d905add54f4231e4deadd13e37d6c902a875018b59302747304eee26,redirected to www.aset-consulting.fr
07871599,LYBURN CONSTRUCTION LTD,lyburnconstruction.co.uk,200,strong,company_number_unpadded_labelled:7871599,23892613de80bdbb12f57914a96dd8b391c26113968684bfa6345bd3f6d89818,
07871717,STUART ARMSTRONG & CO (SCUNTHORPE) LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
07930424,MY SPARE TIME LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure,SSLError"
07948940,KJZH CONSULTING LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
07958670,MAIKE GRUNA INTERIORS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
07972006,1ST CHOICE STAFF RECRUITMENT LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
07986475,BRISTOL AVON RIVERS TRUST,bristolavonriverstrust.com,200,none,,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,
07992976,SAM WILKINSON SOLID FUELS LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
08029705,ANFIELD E-COMMERCE LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
08109951,SHOWCASE INDUSTRIES LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
08139080,SANDHU'S GOLDEN FISH INN LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
08169690,LOYALTY APPS LTD,loyaltyapps.com,200,weak,distinctive_name_only,ae935f1c48488aba686858f3221b2d96d38cb7f5ad4fa8bf32c651cdb8864dbe,redirected to www.hugedomains.com; possible placeholder page (this domain is for sale); 1 other candidate(s) also served a page
08195468,SEW MUCH TO DO LTD,sewmuchtodo.co.uk,200,weak,distinctive_name_only,6d6457e0b50aa4d7bd7267d0be01da32ff8af82ced51be9e3035bbbf99c0cac4,
08201343,A WARBURTON BUILDING SERVICES LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: 403,DNSFailure,SSLError"
08368807,HILARY AF DOLBY LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
08582809,THE COTTON TEXTILE COMPANY LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
08618394,GOLDING ACCOUNTANCY LTD,goldingaccountancy.co.uk,200,weak,distinctive_name_only,941010457a72b15c7617d1886074e849e5b3a1a041891a0d029b29c1e660dfac,redirected to wearegolding.com
08673542,THE FOREIGN & COMMONWEALTH FORUM LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
08695321,RYE BAKERY LTD,ryebakery.com,200,weak,distinctive_name_only,b310d66c4540632bc3c26f59094233e6c68a1acb85bc57c9c4df77a45b7df74c,redirected to www.hugedomains.com; possible placeholder page (this domain is for sale); 1 other candidate(s) also served a page
08791927,SORT MI TAX LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
08811654,AUNT SALLY'S (WALSALL) LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
08811754,K2 INTERIORS (UK) LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
08832736,NADEN-BROWN LIMITED,naden-brown.co.uk,200,none,,4ff6a2277b482ebb05d5bea1bb578a88494b125bb6f0e47c271aef1570cbd927,possible placeholder page (under construction)
08877084,ODYSSEY ELECTRICAL SERVICES LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
09135354,BULLHORN CONSULTANTS LIMITED,bullhornconsultants.com,200,weak,distinctive_name_only,9bcae4c8dce1a00fdec4e6098a5eabe53ed6afc1af388f0e21bcbd30543d5cf6,1 other candidate(s) also served a page
09174733,SETARA LTD,setara.co.uk,200,weak,distinctive_name_only,82f84ad9ea5bdd7b74a335b18548ed7278c06d3aaee510c1fc6e450033fca2e2,
09180939,ATA EXPRESS LTD,ata-express.com,200,weak,distinctive_name_only,c7fc826e6766c9d9f72332c2d943be927b7eb87a3899af30de2aa63c1c9456c5,1 other candidate(s) also served a page
09184464,THE MOCKETT TRUST LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
09256187,VLMR SERVICES LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
09286668,HATTON ELECTRICAL WHOLESALE (COTSWOLD) LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
09288646,PAJO TRANSPORT LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
09308961,BIM MANAGEMENT LIMITED,bimmanagement.com,200,weak,distinctive_name_only,e9a4207bf8567e523dc40c2ec6a7b8b52db13a7230cb4ece773496b4bb4e828d,redirected to www.hugedomains.com; possible placeholder page (this domain is for sale)
09320154,THE ACCOUNTING XPERTS LIMITED,accountingxperts.com,200,none,,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,
09365765,ABLE MABEL CRAFTS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
09412758,SURPLUSDRIVESUK LTD,surplusdrivesuk.co.uk,200,strong,company_number:09412758,5bf46f1d5b2b2b27de275a272b14f1099e7cafc094229d69f05730707d962ba3,
09428740,CLIMBATIZE LTD,,,no_domain,,,"3 candidate(s) tried, none served an HTML page; statuses: DNSFailure,ReadTimeout"
09469066,MARK TAYLOR MARKETING LIMITED,marktaylormarketing.co.uk,200,none,,7e9a00b0380a00933aab50fd0bfb04e140e2f7cdf5f343362ce5d07a1c88e307,
09499705,VOON CLOUD CONSULTING & SOLUTIONS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
09571995,ACROSS 110TH LTD.,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
09593632,MARIAN RATA DRIVER LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
09625689,ETI LOGISTICS SUPPORT LTD,etilogisticssupport.co.uk,200,strong,name_plus_legal_form:limited,40b4808f590256a4018c43f7423427fe15f5808e4a748d6bfcdee753d0b35c5b,
09663544,D MURPHY ACCOUNTANCY LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
09737788,ACCESS GROUP INDUSTRIAL SERVICES LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
09765910,AUTOMATION CONTROL TECHNOLOGY LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure,SSLError"
09830681,PMI COMMERCIAL LTD,pmicommercial.com,200,weak,distinctive_name_only,b2966b73d262b43085a361386a2a0fb52469eee5ed2b530a3600079055287a2f,2 other candidate(s) also served a page
09880998,POLGLASS BUILDERS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
09992054,MY UTILITY CONNEXIONS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure,SSLError"
09993193,RJ  PLUMBING AND HEATING LTD,rjplumbingandheating.co.uk,200,none,,2c0731a6f35cce2db499128ffd6eeb88e45d3c5d0acfccf597bb05079e098654,1 other candidate(s) also served a page
10065887,LUX HEALTH TECHNOLOGIES LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
10089180,TRANZFORMIS LIMITED,,,no_domain,,,"3 candidate(s) tried, none served an HTML page; statuses: DNSFailure,SSLError"
10154496,D & G ENGINEERING SERVICES LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
10319624,PLASMA METAL ART LIMITED,plasmametalart.com,200,weak,distinctive_name_only,4b4f188cd2c8f7b975971684c5000492b9bc0ce1b61602bda981631ed5506a13,
10377552,RED SKY SHEPHERDS HUTS LIMITED,redskyshepherdshuts.co.uk,200,weak,distinctive_name_only,d810f47281561e221afe68969e496c9195d82096fe93030826c014022532d1be,1 other candidate(s) also served a page
10436528,SKINPHARMA LIMITED,skinpharma.co.uk,200,strong,company_number:10436528,7c5b1b0596f288e491cd65d46d22a29b2e4d5d5519056da8d65fba4ef48898ef,
10551165,BIRCHWOOD ENERGY ASSOCIATES LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
10553772,BESPIN RESEARCH LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure,SSLError"
10626390,ARTSY LTD,artsy.co.uk,200,weak,distinctive_name_only,3aeb892028c088f35f65b702dedd33a91b729e2bcf7b6d7e93eaf36253386840,possible placeholder page (domain parking)
10643839,MAPACH LIMITED,mapach.com,200,weak,distinctive_name_only,fce9f8bddd5340182236c3710fbc8991b559bcc2e0108206b49c2db721c100e0,redirected to www.hugedomains.com; possible placeholder page (this domain is for sale)
10648400,STUDIO GRIFF LTD,studiogriff.co.uk,200,weak,distinctive_name_only,119791306204726688e4d70cfc0731531ecdf254b6d3191a0e5fde222e3f7235,
10691545,ACE ELECTRICIANS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: ConnectTimeout,DNSFailure"
10696533,R25R26BGP001 LIMITED,,,no_domain,,,"3 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
10704263,ARI TRADERS LIMITED,aritraders.co.uk,200,strong,company_number:10704263,e88260012ed410fadf560b7acb6225786b6dbcf460041c46441aa08951e8295b,
10733091,RDP LIFE SCIENCES LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
10856177,AD AUTOS LTD,adautos.co.uk,200,weak,distinctive_name_only,bddc5d673546b652ad46b5416fc9a51d9af017112c0dbb3fa678869141dc276c,1 other candidate(s) also served a page
10963269,ISLANDSHIRE LIMITED,islandshire.com,200,weak,distinctive_name_only,99cd0b2af8f051b5519ad0f332adaa39ebb2c2ed170711632673b3ce73849e63,
11000841,LE-VAP LIMITED,le-vap.com,200,weak,distinctive_name_only,c9d75a9349ccda96bc8135728a32ea77e5b2eae70bf67362c57ca2decc3a5b17,1 other candidate(s) also served a page
11104969,LYDIA ROSE PROMOTIONS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
11108641,EGAR CONSULTING LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
11157482,MARIUSZ ZERA LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
11165324,OVANCE INTERNATIONAL LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
11173402,BROAD REACH HOSPITALITY LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
11176058,JAAC HOLDINGS LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
11220666,RJJENERGY LTD,,,no_domain,,,"3 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
11262445,SANDPIPER GLOBAL LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: 403,DNSFailure"
11271322,COOPER ENGAGEMENT AND COMMUNICATIONS LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
11282541,MAX ASBESTOS SERVICES LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
11304135,R WATKINS PROPERTY MAINTENANCE LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
11354796,CARTIERE CARRARA UK LIMITED,cartierecarrarauk.com,200,weak,distinctive_name_only,1618c00dc3106e7e291f040d3a193a44709ccc19ea3a7b58ae9ff581e3daf59e,
11356951,MEDINA NOTTINGHAM LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
11376537,UK 3D TILES LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
11378521,RUDD ELECTRICAL CONTRACTORS LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
11439127,PELLOW ROOFING LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure,SSLError"
11501419,VOX CONSULTING LTD,vox-consulting.com,200,weak,distinctive_name_only,0ef96cbc9c9b32ef1d75a66a4b759469a1e773acca9a347299dffee56e2f6053,
11588953,CHELSEA BUILD AND DESIGN LIMITED,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: 404,DNSFailure"
11639877,PAPERCLIP FINANCIALS LTD,,,no_domain,,,"6 candidate(s) tried, none served an HTML page; statuses: DNSFailure"
11686196,GLOW LONDON LIMITED,glowlondon.com,200,weak,distinctive_name_only,2c2a0c3fe42bf72d5309c6b4b1ec40c6742cd6c7f5c308e113fa0bc693ed9525,redirected to www.hugedomains.com; possible placeholder page (this domain is for sale); 1 other candidate(s) also served a page
11686197,ECORP CONSULTING LTD,ecorpconsulting.co.uk,200,strong,full_registered_name,f69e8de48a9c106093a080ff6e22724e7510d39bc0b4df6ff4698cf9167f0f8f,
